timestamp,price_percent,solar,tank_temp,decision
2025-03-16T00:00:01.048684,66,-10.0,69.3,OFF
2025-03-16T01:00:01.098369,64,-5.0,68.3,OFF
2025-03-16T02:00:01.097397,59,0.0,68.3,ON
2025-03-16T03:00:01.039260,58,0.0,68.3,ON
2025-03-16T04:00:01.070283,59,0.0,67.3,ON
2025-03-16T05:00:01.046751,60,0.0,67.3,ON
2025-03-16T06:00:01.058308,63,0.0,66.3,OFF
2025-03-16T07:00:01.067682,61,-6.0,66.3,OFF
