timestamp,price_percent,decision
2025-03-14T19:43:21.559292,96,ES8
2025-03-14T19:43:26.566110,96,ES8
2025-03-14T19:43:31.571708,96,ES8
2025-03-14T19:43:36.578632,96,ES8
2025-03-14T19:43:41.581126,96,ES8
2025-03-14T19:43:46.588090,96,ES8
2025-03-14T19:43:51.594767,96,ES8
2025-03-14T19:43:56.601469,96,ES8
2025-03-14T19:44:01.607133,96,ES8
2025-03-14T19:44:06.613827,96,ES8
2025-03-14T19:49:31.602532,96,ES8
2025-03-14T19:49:36.608907,96,ES8
2025-03-14T19:49:41.614684,96,ES8
2025-03-14T19:49:46.616328,96,ES8
2025-03-14T19:49:51.621937,96,ES8
2025-03-14T19:49:56.627608,96,ES8
2025-03-14T19:50:01.633590,96,ES8
2025-03-14T19:50:06.639394,96,ES8
2025-03-14T19:50:11.640232,96,ES8
2025-03-14T19:50:16.645821,96,ES8
2025-03-14T19:50:21.651547,96,ES8
2025-03-14T19:50:26.657708,96,ES8
2025-03-14T19:50:31.663433,96,ES8
2025-03-14T20:53:38.256199,76,0,0,ES7
2025-03-14T20:53:43.261526,76,0.0,68.3,ES7
2025-03-14T20:53:48.268197,76,0.0,68.3,ES7
2025-03-14T20:53:53.273502,76,0.0,68.3,ES7
2025-03-14T20:53:58.277352,76,0.0,68.3,ES7
2025-03-14T20:54:03.283844,76,0.0,68.3,ES7
2025-03-14T20:54:08.290012,76,0.0,68.3,ES7
2025-03-14T20:54:13.297130,76,0.0,68.3,ES7
2025-03-14T20:54:18.303645,76,0.0,68.3,ES7
2025-03-14T20:54:23.310132,76,0.0,68.3,ES7
2025-03-14T20:54:28.316843,76,0.0,68.3,ES7
2025-03-14T20:54:33.323490,76,0.0,67.3,ES7
2025-03-14T20:54:38.330857,76,0.0,68.3,ES7
2025-03-14T20:54:43.337763,76,0.0,68.3,ES7
2025-03-14T20:54:48.344937,76,0.0,67.3,ES7
2025-03-14T20:54:53.352279,76,0.0,67.3,ES7
2025-03-14T20:54:58.359405,76,0.0,68.3,ES7
2025-03-14T20:55:03.365067,76,0.0,67.3,ES7
2025-03-14T20:55:08.371985,76,0.0,68.3,ES7
2025-03-14T20:55:13.378438,76,0.0,68.3,ES7
2025-03-14T20:55:18.385167,76,0.0,68.3,ES7
2025-03-14T20:55:23.392137,76,0.0,67.3,ES7
2025-03-14T20:55:28.398107,76,0.0,68.3,ES7
2025-03-14T20:55:33.400230,76,0.0,68.3,ES7
2025-03-14T20:55:38.407178,76,0.0,67.3,ES7
2025-03-14T20:55:43.414071,76,0.0,68.3,ES7
2025-03-14T20:55:48.420924,76,0.0,68.3,ES7
2025-03-14T20:55:53.428129,76,0.0,68.3,ES7
2025-03-14T20:55:58.435024,76,0.0,68.3,ES7
2025-03-14T20:56:03.442134,76,0.0,68.3,ES7
2025-03-14T20:56:08.449213,76,0.0,68.3,ES7
2025-03-14T20:56:13.456622,76,0.0,68.3,ES7
2025-03-14T20:56:18.460033,76,0.0,67.3,ES7
2025-03-14T20:56:23.467573,76,0.0,68.3,ES7
2025-03-14T20:56:28.474356,76,0.0,67.3,ES7
2025-03-14T20:56:33.477532,76,0.0,68.3,ES7
2025-03-14T20:56:38.484774,76,0.0,68.3,ES7
2025-03-14T20:56:43.492664,76,0.0,68.3,ES7
2025-03-14T20:56:48.499388,76,0.0,68.3,ES7
2025-03-14T20:56:53.506135,76,0.0,68.3,ES7
2025-03-14T20:56:58.512866,76,0.0,68.3,ES7
2025-03-14T20:57:03.520032,76,0.0,67.3,ES7
2025-03-14T20:57:08.526622,76,0.0,68.3,ES7
2025-03-14T20:57:13.533519,76,0.0,68.3,ES7
2025-03-14T20:57:18.540455,76,0.0,68.3,ES7
2025-03-14T20:57:23.546368,76,0.0,68.3,ES7
2025-03-14T20:57:28.548342,76,0.0,68.3,ES7
2025-03-14T20:57:33.552237,76,0.0,68.3,ES7
2025-03-14T20:57:38.555356,76,0.0,68.3,ES7
2025-03-14T20:57:43.562313,76,0.0,68.3,ES7
2025-03-14T20:57:48.568852,76,0.0,68.3,ES7
2025-03-14T20:57:53.574201,76,0.0,68.3,ES7
2025-03-14T20:57:58.581199,76,0.0,67.3,ES7
2025-03-14T20:58:03.588526,76,0.0,68.3,ES7
2025-03-14T20:58:08.595474,76,0.0,67.3,ES7
2025-03-14T20:58:13.602888,76,0.0,67.3,ES7
2025-03-14T20:58:18.609398,76,0.0,67.3,ES7
2025-03-14T20:58:23.615176,76,0.0,68.3,ES7
2025-03-14T20:59:26.139205,76,0,0,ES7
2025-03-14T20:59:31.145048,76,0.0,68.3,ES7
2025-03-14T20:59:36.150973,76,0.0,67.3,ES7
2025-03-14T20:59:41.157030,76,0.0,68.3,ES7
2025-03-14T20:59:46.162697,76,0.0,68.3,ES7
2025-03-14T20:59:51.168517,76,0.0,68.3,ES7
2025-03-14T20:59:56.174444,76,0.0,68.3,ES7
2025-03-14T21:00:01.176664,58,0.0,67.3,ES2
2025-03-14T21:00:06.182560,58,0.0,67.3,ES2
2025-03-14T21:00:11.185543,58,0.0,68.3,ES2
2025-03-14T21:00:16.191292,58,0.0,68.3,ES2
2025-03-14T21:00:21.194882,58,0.0,67.3,ES2
2025-03-14T21:00:26.201808,58,0.0,68.3,ES2
2025-03-14T21:00:31.207157,58,0.0,68.3,ES2
2025-03-14T21:00:36.215126,58,0.0,67.3,ES2
2025-03-14T21:00:41.222286,58,0.0,68.3,ES2
2025-03-14T21:00:46.231275,58,0.0,68.3,ES2
2025-03-14T21:00:51.238784,58,0.0,67.3,ES2
2025-03-14T21:00:56.246767,58,0.0,68.3,ES2
2025-03-14T21:01:01.253813,58,0.0,68.3,ES2
2025-03-14T21:01:06.261052,58,0.0,68.3,ES2
2025-03-14T21:01:11.268918,58,0.0,68.3,ES2
2025-03-14T21:01:16.276784,58,0.0,67.3,ES2
2025-03-14T21:01:21.284024,58,0.0,68.3,ES2
2025-03-14T21:01:26.291412,58,-13.0,68.3,ES2
2025-03-14T21:01:31.298659,58,-13.0,67.3,ES2
2025-03-14T21:01:36.306172,58,-13.0,68.3,ES2
2025-03-14T21:01:41.313535,58,-13.0,68.3,ES2
2025-03-14T21:01:46.321411,58,-13.0,68.3,ES2
2025-03-14T21:01:51.328411,58,-13.0,68.3,ES2
2025-03-14T21:01:56.335880,58,-13.0,68.3,ES2
2025-03-14T21:02:01.343958,58,-13.0,67.3,ES2
2025-03-14T21:02:06.350153,58,-13.0,68.3,ES2
2025-03-14T21:02:11.356275,58,-13.0,67.3,ES2
2025-03-14T21:02:16.360698,58,-13.0,68.3,ES2
2025-03-14T21:02:21.363627,58,-13.0,67.3,ES2
2025-03-14T21:02:26.366130,58,-13.0,68.3,ES2
2025-03-14T21:02:31.373061,58,-13.0,67.3,ES2
2025-03-14T21:02:36.376617,58,-13.0,67.3,ES2
2025-03-14T21:02:41.382528,58,-13.0,67.3,ES2
2025-03-14T21:02:46.388329,58,-13.0,67.3,ES2
2025-03-14T21:02:51.394185,58,-13.0,68.3,ES2
2025-03-14T21:02:56.396815,58,-13.0,68.3,ES2
2025-03-14T21:03:01.402796,58,-13.0,67.3,ES2
2025-03-14T21:03:19.847630,58,0,0,ES2
2025-03-14T21:03:24.854700,58,-13.0,68.3,ES2
2025-03-14T21:03:29.860502,58,0.0,68.3,ES2
2025-03-14T21:03:34.866355,58,0.0,67.3,ES2
2025-03-14T21:03:39.872216,58,0.0,67.3,ES2
2025-03-14T21:03:44.878289,58,0.0,67.3,ES2
2025-03-14T21:03:49.880496,58,0.0,68.3,ES2
2025-03-14T21:03:54.886277,58,0.0,68.3,ES2
2025-03-14T21:03:59.892860,58,0.0,68.3,ES2
2025-03-14T21:04:04.898631,58,0.0,67.3,ES2
2025-03-14T21:04:09.904382,58,0.0,68.3,ES2
2025-03-14T21:04:14.908817,58,0.0,67.3,ES2
2025-03-14T21:04:19.914684,58,0.0,68.3,ES2
2025-03-14T21:04:24.920490,58,0.0,68.3,ES2
2025-03-14T21:04:29.926329,58,0.0,68.3,ES2
2025-03-14T21:04:34.928640,58,0.0,68.3,ES2
2025-03-14T21:04:39.934327,58,0.0,67.3,ES2
2025-03-14T21:04:44.940251,58,0.0,67.3,ES2
2025-03-14T21:04:49.944571,58,0.0,68.3,ES2
2025-03-14T21:04:54.950621,58,0.0,68.3,ES2
2025-03-14T21:04:59.956510,58,0.0,68.3,ES2
2025-03-14T21:05:04.962356,58,0.0,68.3,ES2
2025-03-14T21:05:09.968182,58,0.0,68.3,ES2
2025-03-14T21:05:14.974053,58,0.0,67.3,ES2
2025-03-14T21:05:19.981015,58,0.0,68.3,ES2
2025-03-14T21:07:24.398111,58,0,0,ES2
2025-03-14T21:07:29.404785,58,0.0,68.3,ES2
2025-03-14T21:07:34.410668,58,0.0,67.3,ES2
2025-03-14T21:07:39.416379,58,0.0,68.3,ES2
2025-03-14T21:07:44.422051,58,0.0,68.3,ES2
2025-03-14T21:07:49.428934,58,0.0,68.3,ES2
2025-03-14T21:07:54.434792,58,0.0,67.3,ES2
2025-03-14T21:07:59.440546,58,0.0,68.3,ES2
2025-03-14T21:08:04.445338,58,0.0,67.3,ES2
2025-03-14T21:08:09.451212,58,0.0,68.3,ES2
2025-03-14T21:08:14.456484,58,0.0,67.3,ES2
2025-03-14T21:08:19.458889,58,0.0,68.3,ES2
2025-03-14T21:08:24.465327,58,0.0,68.3,ES2
2025-03-14T21:08:29.471172,58,0.0,68.3,ES2
2025-03-14T21:08:34.472866,58,0.0,67.3,ES2
2025-03-14T21:08:39.478652,58,0.0,67.3,ES2
2025-03-14T21:08:44.484417,58,0.0,67.3,ES2
2025-03-14T21:08:49.490244,58,0.0,68.3,ES2
2025-03-14T21:08:54.496127,58,0.0,67.3,ES2
2025-03-14T21:08:59.501930,58,0.0,67.3,ES2
2025-03-14T21:09:04.507630,58,0.0,68.3,ES2
2025-03-14T21:09:09.513471,58,0.0,68.3,ES2
2025-03-14T21:09:14.518428,58,0.0,67.3,ES2
2025-03-14T21:09:19.522212,58,0.0,67.3,ES2
2025-03-14T21:09:24.528666,58,0.0,68.3,ES2
2025-03-14T21:09:29.534735,58,0.0,68.3,ES2
2025-03-14T21:09:34.540459,58,0.0,67.3,ES2
2025-03-14T21:09:39.544499,58,0.0,67.3,ES2
2025-03-14T21:09:44.550264,58,0.0,67.3,ES2
2025-03-14T21:09:49.556981,58,0.0,67.3,ES2
2025-03-14T21:09:54.562897,58,0.0,67.3,ES2
2025-03-14T21:09:59.568735,58,0.0,67.3,ES2
2025-03-14T21:10:04.574862,58,0.0,67.3,ES2
2025-03-14T21:10:09.581766,58,0.0,67.3,ES2
2025-03-14T21:10:14.584399,58,0.0,68.3,ES2
2025-03-14T21:10:19.590049,58,0.0,68.3,ES2
2025-03-14T21:10:24.596813,58,0.0,68.3,ES2
2025-03-14T21:10:29.602464,58,0.0,68.3,ES2
2025-03-14T21:10:34.608526,58,0.0,67.3,ES2
2025-03-14T21:10:39.614555,58,0.0,67.3,ES2
2025-03-14T21:10:44.620276,58,0.0,67.3,ES2
2025-03-14T21:10:49.625952,58,0.0,68.3,ES2
2025-03-14T21:10:54.633115,58,0.0,68.3,ES2
2025-03-14T21:10:59.634180,58,0.0,67.3,ES2
2025-03-14T21:11:04.641114,58,0.0,67.3,ES2
2025-03-14T21:11:09.647060,58,0.0,67.3,ES2
2025-03-14T21:11:14.650542,58,0.0,68.3,ES2
2025-03-14T21:11:19.657030,58,0.0,67.3,ES2
2025-03-14T21:11:24.664367,58,0.0,68.3,ES2
2025-03-14T21:11:29.671585,58,0.0,67.3,ES2
2025-03-14T21:11:34.675387,58,0.0,68.3,ES2
2025-03-14T21:11:39.681313,58,0.0,68.3,ES2
2025-03-14T21:11:44.687008,58,0.0,68.3,ES2
2025-03-14T21:11:49.692796,58,0.0,68.3,ES2
2025-03-14T21:11:54.698609,58,0.0,67.3,ES2
2025-03-14T21:11:59.704598,58,0.0,67.3,ES2
2025-03-14T21:12:04.710314,58,0.0,68.3,ES2
2025-03-14T21:12:09.716139,58,0.0,67.3,ES2
2025-03-14T21:12:14.721970,58,0.0,68.3,ES2
2025-03-14T21:12:19.727694,58,0.0,67.3,ES2
2025-03-14T21:12:24.733811,58,0.0,67.3,ES2
2025-03-14T21:12:29.739609,58,0.0,67.3,ES2
2025-03-14T21:12:34.745342,58,-5.0,67.3,ES2
2025-03-14T21:12:39.751211,58,-5.0,68.3,ES2
2025-03-14T21:12:44.756371,58,-5.0,67.3,ES2
2025-03-14T21:12:49.763376,58,-5.0,67.3,ES2
2025-03-14T21:12:54.769128,58,-5.0,67.3,ES2
2025-03-14T21:12:59.771304,58,-5.0,67.3,ES2
2025-03-14T21:13:04.777312,58,-5.0,68.3,ES2
2025-03-14T21:13:09.781478,58,-5.0,68.3,ES2
2025-03-14T21:13:14.787209,58,-5.0,68.3,ES2
2025-03-14T21:13:19.792950,58,-5.0,67.3,ES2
2025-03-14T21:13:24.798225,58,-5.0,68.3,ES2
2025-03-14T21:13:29.805333,58,-5.0,67.3,ES2
2025-03-14T21:13:34.808635,58,-5.0,67.3,ES2
2025-03-14T21:13:39.814263,58,-5.0,68.3,ES2
2025-03-14T21:13:44.821093,58,-5.0,68.3,ES2
2025-03-14T21:13:49.827017,58,-5.0,67.3,ES2
2025-03-14T21:13:54.833284,58,-5.0,68.3,ES2
2025-03-14T21:13:59.836305,58,-5.0,68.3,ES2
2025-03-14T21:14:04.842496,58,-5.0,67.3,ES2
2025-03-14T21:14:09.848473,58,-5.0,67.3,ES2
2025-03-14T21:14:14.849713,58,-5.0,67.3,ES2
2025-03-14T21:14:19.855605,58,-5.0,68.3,ES2
2025-03-14T21:14:24.859185,58,-5.0,68.3,ES2
2025-03-14T21:14:29.864438,58,-5.0,68.3,ES2
2025-03-14T21:14:34.870742,58,-5.0,68.3,ES2
2025-03-14T21:14:39.876573,58,0.0,67.3,ES2
2025-03-14T21:14:44.882516,58,0.0,67.3,ES2
2025-03-14T21:14:49.888434,58,0.0,67.3,ES2
2025-03-14T21:14:54.894256,58,0.0,67.3,ES2
2025-03-14T21:14:59.900912,58,0.0,68.3,ES2
2025-03-14T21:15:04.906596,58,0.0,67.3,ES2
2025-03-14T21:15:09.908878,58,0.0,67.3,ES2
2025-03-14T21:15:20.464509,58,0,0,ES2
2025-03-14T21:15:25.468478,58,0.0,68.3,ES2
2025-03-14T21:15:30.470806,58,0.0,67.3,ES2
2025-03-14T21:15:35.477474,58,0.0,68.3,ES2
2025-03-14T21:15:40.483693,58,0.0,68.3,ES2
2025-03-14T21:15:45.490001,58,0.0,68.3,ES2
2025-03-14T21:15:50.496684,58,0.0,68.3,ES2
2025-03-14T21:15:55.503099,58,0.0,67.3,ES2
2025-03-14T21:16:00.509683,58,0.0,67.3,ES2
2025-03-14T21:16:05.516424,58,0.0,67.3,ES2
2025-03-14T21:16:10.521043,58,0.0,67.3,ES2
2025-03-14T21:16:21.232351,58,0,0,ES2
2025-03-14T21:16:26.238514,58,0.0,67.3,ES2
2025-03-14T21:16:31.244852,58,0.0,67.3,ES2
2025-03-14T21:16:36.250697,58,0.0,68.3,ES2
2025-03-14T21:16:41.255288,58,0.0,68.3,ES2
2025-03-14T21:16:46.261149,58,0.0,67.3,ES2
2025-03-14T21:16:51.266923,58,0.0,68.3,ES2
2025-03-14T21:16:56.274302,58,0.0,67.3,ES2
2025-03-14T21:17:01.282127,58,0.0,67.3,ES2
2025-03-14T21:17:06.288305,58,0.0,67.3,ES2
2025-03-14T21:17:11.293801,58,0.0,68.3,ES2
2025-03-14T21:17:16.299538,58,0.0,67.3,ES2
2025-03-14T21:17:21.305574,58,0.0,67.3,ES2
2025-03-14T21:17:26.312310,58,0.0,68.3,ES2
2025-03-14T21:17:31.318437,58,0.0,68.3,ES2
2025-03-14T21:17:36.322159,58,0.0,67.3,ES2
2025-03-14T21:17:41.328547,58,0.0,67.3,ES2
2025-03-14T21:17:46.330525,58,0.0,67.3,ES2
2025-03-14T21:17:51.337125,58,0.0,68.3,ES2
2025-03-14T21:17:56.343881,58,0.0,68.3,ES2
2025-03-14T21:18:01.350734,58,0.0,67.3,ES2
2025-03-14T21:18:06.358836,58,0.0,67.3,ES2
2025-03-14T21:18:11.365517,58,0.0,67.3,ES2
2025-03-14T22:00:01.080085,61,0.0,67.3,ES7
2025-03-14T23:00:01.101047,53,0.0,67.3,ES2
